n_ops,kind,task_seed,init_seed,seq_len,winding,steps_settle,contraction,lyap
12,local,3,3,49,0.7131826877593994,15,-0.06715293228626251,-0.04820577229301515
12,local,3,4,49,0.7064321637153625,13,-0.0682767778635025,-0.04820577229301515
12,track,4,0,46,0.6473612189292908,13,-0.06833140552043915,-0.04674902912485157
12,track,4,1,46,0.6508408188819885,12,-0.06662887334823608,-0.04674902912485157
12,track,4,2,46,0.648960530757904,14,-0.06783884763717651,-0.04674902912485157
12,track,4,3,46,0.6374202370643616,16,-0.06617800146341324,-0.04674902912485157
12,track,4,4,46,0.6423475742340088,15,-0.06882400065660477,-0.04674902912485157
12,local,4,0,49,0.7067235708236694,13,-0.0676402598619461,-0.04565386464802256
12,local,4,1,49,0.6371936202049255,14,-0.06777447462081909,-0.04565386464802256
12,local,4,2,49,0.7180580496788025,15,-0.06761742383241653,-0.04565386464802256
12,local,4,3,49,0.6978094577789307,14,-0.06712416559457779,-0.04565386464802256
12,local,4,4,49,0.6974951028823853,14,-0.06837749481201172,-0.04565386464802256
12,track,5,0,46,0.6400302052497864,15,-0.06894223392009735,-0.04810518766565745
12,track,5,1,46,0.6504908204078674,12,-0.06547520309686661,-0.04810518766565745
12,track,5,2,46,0.6311196088790894,13,-0.06617140769958496,-0.04810518766565745
12,track,5,3,46,0.6470279693603516,13,-0.06657705456018448,-0.04810518766565745
12,track,5,4,46,0.6467435359954834,15,-0.06743202358484268,-0.04810518766565745
12,local,5,0,49,0.6288401484489441,14,-0.06820589303970337,-0.047263194461465693
12,local,5,1,49,0.5719241499900818,16,-0.06665333360433578,-0.047263194461465693
12,local,5,2,49,0.6650241613388062,14,-0.06822764128446579,-0.047263194461465693
12,local,5,3,49,0.6239964365959167,17,-0.06677062809467316,-0.047263194461465693
12,local,5,4,49,0.620312511920929,14,-0.06612381339073181,-0.047263194461465693
16,track,0,0,58,0.6293904781341553,13,-0.06754991412162781,-0.04234587010610234
16,track,0,1,58,0.6497084498405457,12,-0.06782723218202591,-0.04234587010610234
16,track,0,2,58,0.6332181692123413,13,-0.06811394542455673,-0.04234587010610234
16,track,0,3,58,0.6407247185707092,14,-0.0657970979809761,-0.04234587010610234
16,track,0,4,58,0.6521362662315369,14,-0.06605151295661926,-0.04234587010610234
16,local,0,0,61,0.6281371712684631,13,-0.06620930135250092,-0.05475357310989728
16,local,0,1,61,0.6171176433563232,16,-0.06579560041427612,-0.05475357310989728
16,local,0,2,61,0.6320534944534302,14,-0.06579500436782837,-0.05475357310989728
16,local,0,3,61,0.619961678981781,14,-0.06667392700910568,-0.05475357310989728
16,local,0,4,61,0.6246431469917297,13,-0.06652192026376724,-0.05475357310989728
16,track,1,0,58,0.609216570854187,14,-0.06714092195034027,-0.05080257404813945
16,track,1,1,58,0.6290055513381958,13,-0.06744874268770218,-0.05080257404813945
16,track,1,2,58,0.6203587651252747,14,-0.06619784235954285,-0.05080257404813945
16,track,1,3,58,0.6261224150657654,15,-0.0695042610168457,-0.05080257404813945
16,track,1,4,58,0.6307645440101624,15,-0.0682506188750267,-0.05080257404813945
16,local,1,0,61,0.688876748085022,13,-0.06738939881324768,-0.054295028169424484
16,local,1,1,61,0.67205411195755,15,-0.06743855029344559,-0.054295028169424484
16,local,1,2,61,0.6860489249229431,14,-0.06778229773044586,-0.054295028169424484
16,local,1,3,61,0.6641821265220642,14,-0.06898648291826248,-0.054295028169424484
16,local,1,4,61,0.6688507795333862,13,-0.06583256274461746,-0.054295028169424484
16,track,2,0,58,0.6060850024223328,15,-0.06817486137151718,-0.05093643202790957
16,track,2,1,58,0.6254721879959106,14,-0.06876301765441895,-0.05093643202790957
16,track,2,2,58,0.6144707798957825,14,-0.06944890320301056,-0.05093643202790957
16,track,2,3,58,0.6155508756637573,16,-0.06609956175088882,-0.05093643202790957
16,track,2,4,58,0.6206877827644348,15,-0.06731659919023514,-0.05093643202790957
16,local,2,0,61,0.6659532785415649,13,-0.06694290041923523,-0.05662250581501056
16,local,2,1,61,0.6598548293113708,13,-0.06663630902767181,-0.05662250581501056
16,local,2,2,61,0.67510586977005,13,-0.06817667186260223,-0.05662250581501056
16,local,2,3,61,0.660881519317627,13,-0.06767132133245468,-0.05662250581501056
16,local,2,4,61,0.6568870544433594,13,-0.06911302357912064,-0.05662250581501056
16,track,3,0,58,0.6529317498207092,14,-0.06742434203624725,-0.04718869287049869
16,track,3,1,58,0.6706965565681458,13,-0.06802719831466675,-0.04718869287049869
16,track,3,2,58,0.6666753888130188,14,-0.06747178733348846,-0.04718869287049869
16,track,3,3,58,0.662119448184967,16,-0.06787248700857162,-0.04718869287049869
16,track,3,4,58,0.6610168218612671,15,-0.06743976473808289,-0.04718869287049869
